timestamp_utc,iso_pdt,carrier=verizon;connection_type=5g_cellular;experiment=none
1782393120,2026-06-25T06:12:00-07:00,142
1782393180,2026-06-25T06:13:00-07:00,564
1782393240,2026-06-25T06:14:00-07:00,656
1782393300,2026-06-25T06:15:00-07:00,656
1782393360,2026-06-25T06:16:00-07:00,656
1782393420,2026-06-25T06:17:00-07:00,654
1782393480,2026-06-25T06:18:00-07:00,742
1782393540,2026-06-25T06:19:00-07:00,259
1782393600,2026-06-25T06:20:00-07:00,473
1782393660,2026-06-25T06:21:00-07:00,473
1782393720,2026-06-25T06:22:00-07:00,472
1782393780,2026-06-25T06:23:00-07:00,472
1782393840,2026-06-25T06:24:00-07:00,153
1782393900,2026-06-25T06:25:00-07:00,153
1782393960,2026-06-25T06:26:00-07:00,153
1782394020,2026-06-25T06:27:00-07:00,153
1782394080,2026-06-25T06:28:00-07:00,153
1782394140,2026-06-25T06:29:00-07:00,472
1782394200,2026-06-25T06:30:00-07:00,472
1782394260,2026-06-25T06:31:00-07:00,472
1782394320,2026-06-25T06:32:00-07:00,472
1782394380,2026-06-25T06:33:00-07:00,472
1782394440,2026-06-25T06:34:00-07:00,472
1782394500,2026-06-25T06:35:00-07:00,472
1782394560,2026-06-25T06:36:00-07:00,472
1782394620,2026-06-25T06:37:00-07:00,472
1782394680,2026-06-25T06:38:00-07:00,472
1782394740,2026-06-25T06:39:00-07:00,472
1782394800,2026-06-25T06:40:00-07:00,472
1782395100,2026-06-25T06:45:00-07:00,486
1782395160,2026-06-25T06:46:00-07:00,486
1782395220,2026-06-25T06:47:00-07:00,486
1782395280,2026-06-25T06:48:00-07:00,57
1782395340,2026-06-25T06:49:00-07:00,57
1782395400,2026-06-25T06:50:00-07:00,378
1782395460,2026-06-25T06:51:00-07:00,203
1782395520,2026-06-25T06:52:00-07:00,201
1782395580,2026-06-25T06:53:00-07:00,440
1782395640,2026-06-25T06:54:00-07:00,475
